X,Y,FID,GmlID,SCHULNAME,SCHULART,TRAEGER,ZWEIG_01,ZWEIG_02,ZWEIG_03,ZWEIG_04,BEZIRK,ORTSTEIL,F_PLZ,ADRESSE,TELEFON,F_FAX,F_EMAIL,INTERNET,LEITUNG
1492223.6521,6870259.2051,329,s_schulen.07G29,Käthe-Kollwitz-Grundschule,Grundschule,Bezirk,Grundschule,,,,Tempelhof-Schöneberg,Lichtenrade,12307,Mellener Str. 38-42,902778241,902778242,"<a href=""mailto:kaethe-kollwitz-grundschule@t-online.de"">kaethe-kollwitz-grundschule@t-online.de</a>","<A HREF=""http://www.kkgs-berlin.de"" TARGET=""Schulen"">zur Website</a>",Ulrich Noffz
1494275.4979,6899386.5316,330,s_schulen.03Y03,Käthe-Kollwitz-Oberschule,Gymnasium,Bezirk,Gymnasien,,,,Pankow,Prenzlauer Berg,10439,Dunckerstr. 65-66,4447671,4459794,"<a href=""mailto:sekretariat@kkos.net"">sekretariat@kkos.net</a>","<A HREF=""http://www.kkos.net"" TARGET=""Schulen"">zur Website</a>",Gert Blach
1481675.4456,6879737.7205,331,s_schulen.06G26,Käthe-Kruse-Grundschule,Grundschule,Bezirk,Grundschule,,,,Steglitz-Zehlendorf,Lichterfelde,12203,Tietzenweg 108,84416950,84416958,"<a href=""mailto:Kaethe-Kruse-Grundschule@t-online.de"">Kaethe-Kruse-Grundschule@t-online.de</a>","<A HREF=""http://www.kaethe-kruse.cidsnet.de"" TARGET=""Schulen"">zur Website</a>",Gabriele Pape
1498838.1895,6885075.7923,332,s_schulen.08K12,Kepler-Schule,Integrierte Sekundarschule,Bezirk,Integrierte Sekundarschule,,,,Neukölln,Neukölln,12057,Zwillingestr. 21,902392064,68598008,"<a href=""mailto:info@kepler.cidsnet.de"">info@kepler.cidsnet.de</a>","<A HREF=""http://www.kepler.cidsnet.de"" TARGET=""Schulen"">zur Website</a>",Wolfgang Lüdtke
1511659.8571,6903255.0006,333,s_schulen.10K03,Kerschensteiner-Schule,Integrierte Sekundarschule,Bezirk,Integrierte Sekundarschule,Abend-Hauptschule,,,Marzahn-Hellersdorf,Marzahn,12689,Golliner Str. 2,93449920,934499215,"<a href=""mailto:k-iss@gmx.net"">k-iss@gmx.net</a>","<A HREF=""http://www.k-iss.de"" TARGET=""Schulen"">zur Website</a>",Jens Halfpap
1515004.2036,6889929.2452,334,s_schulen.10G32,Kiekemal-Schule (Grundschule),Grundschule,Bezirk,Grundschule,,,,Marzahn-Hellersdorf,Mahlsdorf,12623,Hultschiner Damm 219,56597840,56597841,"<a href=""mailto:kiekemal.grundschule@t-online.de"">kiekemal.grundschule@t-online.de</a>",,Katrin Bloch
1488737.5657,6875676.9118,335,s_schulen.07G28,Kiepert-Grundschule,Grundschule,Bezirk,Grundschule,,,,Tempelhof-Schöneberg,Marienfelde,12277,Prechtlstr. 21-23,902774100,902774101,"<a href=""mailto:kiepert-grundschule@web.de"">kiepert-grundschule@web.de</a>","<A HREF=""http://www.Kiepert.cidsnet.de"" TARGET=""Schulen"">zur Website</a>",Rainer Bonne
1492520.6016,6901967.3985,336,s_schulen.03G37,Klecks-Grundschule,Grundschule,Bezirk,Grundschule,,,,Pankow,Pankow,13187,Brixener Str. 40,47901920,47901921,"<a href=""mailto:ganztags@klecks-grundschule.de"">ganztags@klecks-grundschule.de</a>","<A HREF=""http://www.klecks-grundschule.de"" TARGET=""Schulen"">zur Website</a>",Doris Wölfer
1509267.5388,6889315.1149,337,s_schulen.10K06,Klingenberg-Schule,Integrierte Sekundarschule,Bezirk,Integrierte Sekundarschule,,,,Marzahn-Hellersdorf,Biesdorf,12683,Alberichstr. 24,5143537,5143557,"<a href=""mailto:Klingenberg-Schule@gmx.de"">Klingenberg-Schule@gmx.de</a>","<A HREF=""http://www.klingenberg.cidsnet.de"" TARGET=""Schulen"">zur Website</a>",Sibylle Fricke
1467231.7077,6898098.1145,338,s_schulen.05G04,Klosterfeld-Grundschule,Grundschule,Bezirk,Grundschule,,,,Spandau,Falkenhagener Feld,13583,Seegefelder Str. 125,37899040,378990444,"<a href=""mailto:klosterfeld-grundschule@arcor.de"">klosterfeld-grundschule@arcor.de</a>","<A HREF=""http://www.klosterfeld-grundschule.de"" TARGET=""Schulen"">zur Website</a>",Tasso Czysewski
1516055.9955,6897017.4633,339,s_schulen.10G22,Kolibri-Grundschule,Grundschule,Bezirk,Grundschule,,,,Marzahn-Hellersdorf,Hellersdorf,12627,Schönewalder Str. 9,9989232,94395872,"<a href=""mailto:Kolibri-Grundschule@freenet.de"">Kolibri-Grundschule@freenet.de</a>","<A HREF=""http://www.kolibri-grundschule.de"" TARGET=""Schulen"">zur Website</a>",Gudrun Hennig
1485125.0854,6891662.1866,340,s_schulen.07A05,Kolleg Schöneberg,Volkshochschul-Kolleg,Bezirk,Volkshochschul-Kolleg,,,,Tempelhof-Schöneberg,Schöneberg,10787,Nürnberger Str. 63,902774391,902776926,"<a href=""mailto:Sekretariat@KollegSchoeneberg.de"">Sekretariat@KollegSchoeneberg.de</a>","<A HREF=""http://www.KollegSchoeneberg.de"" TARGET=""Schulen"">zur Website</a>",Wolfgang Bradler
1488015.4589,6904862.2154,341,s_schulen.12G05,Kolumbus-Grundschule,Grundschule,Bezirk,Grundschule,,,,Reinickendorf,Reinickendorf,13409,Büchsenweg 23A,4963041,4963042,"<a href=""mailto:Kolumbus-Grundschule@t-online.de"">Kolumbus-Grundschule@t-online.de</a>","<A HREF=""http://www.kolumbus.schule-berlin.net"" TARGET=""Schulen"">zur Website</a>",Eberhard Ramfeldt
1468525.6858,6896572.2873,342,s_schulen.05G08,Konkordia-Grundschule,Grundschule,Bezirk,Grundschule,,,,Spandau,Spandau,13581,Elsflether Weg 26,33096560,330965619,"<a href=""mailto:Konkordia-Grundschule@web.de"">Konkordia-Grundschule@web.de</a>","<A HREF=""http://www.konkordia-grundschule.de"" TARGET=""Schulen"">zur Website</a>",Lothar Müller
1495632.0714,6886031.0687,343,s_schulen.08G14,Konrad-Agahd-Schule (Grundschule),Grundschule,Bezirk,Grundschule,,,,Neukölln,Neukölln,12053,Thomasstr. 39,632250680,68237212,"<a href=""mailto:mail@agahd.de"">mail@agahd.de</a>","<A HREF=""http://www.agahd.de"" TARGET=""Schulen"">zur Website</a>",Simone Schützmann
1493637.8155,6906037.5003,344,s_schulen.03K03,Konrad-Duden-Schule (Integrierte Sekundarschule),Integrierte Sekundarschule,Bezirk,Integrierte Sekundarschule,,,,Pankow,Niederschönhausen,13156,Rolandstr. 35,4450959,44738903,"<a href=""mailto:info@isskd.de"">info@isskd.de</a>","<A HREF=""http://www.isskd.de"" TARGET=""Schulen"">zur Website</a>",Andrea Brunn
1516281.7707,6896348.8531,345,s_schulen.10K09,Konrad-Wachsmann-Schule,Integrierte Sekundarschule,Bezirk,Integrierte Sekundarschule,,,,Marzahn-Hellersdorf,Hellersdorf,12627,Geithainer Str. 12,9918101,99283875,"<a href=""mailto:Konrad-Wachsmann-OS.cids@t-online.de"">Konrad-Wachsmann-OS.cids@t-online.de</a>","<A HREF=""http://www.kwo.cidsnet.de"" TARGET=""Schulen"">zur Website</a>",Sabine Rumler
1482784.8491,6884442.9269,346,s_schulen.06K03,Kopernikus-Schule,Integrierte Sekundarschule,Bezirk,Integrierte Sekundarschule,,,,Steglitz-Zehlendorf,Steglitz,12163,Lepsiusstr. 24-28,79744260,79744289,"<a href=""mailto:geisler@kopernikus.be.schule.de"">geisler@kopernikus.be.schule.de</a>","<A HREF=""http://www.kopernikus.be.schule.de"" TARGET=""Schulen"">zur Website</a>",Bernd Geisler
1481953.1785,6880354.1754,347,s_schulen.06G23,Kronach-Grundschule,Grundschule,Bezirk,Grundschule,,,,Steglitz-Zehlendorf,Lichterfelde,12203,Moltkestr. 24-26,84416760,84416771,"<a href=""mailto:Kontakt@Kronach-Grundschule.de"">Kontakt@Kronach-Grundschule.de</a>","<A HREF=""http://www.kronach-grundschule.de"" TARGET=""Schulen"">zur Website</a>",Rainer Belusa
1490409.6591,6891964.4035,348,s_schulen.02G12,Kurt-Schumacher-Grundschule,Grundschule,Bezirk,Grundschule,,,,Friedrichshain-Kreuzberg,Kreuzberg,10969,Puttkamerstr. 19,50585931,50585915,"<a href=""mailto:ksg@kurt-schumacher-gs.cidsnet.de"">ksg@kurt-schumacher-gs.cidsnet.de</a>","<A HREF=""http://www.kurt-schumacher-grundschule.de"" TARGET=""Schulen"">zur Website</a>",Lutz Geburtig
1494823.38,6896821.4502,349,s_schulen.03K01,Kurt-Schwitters-Schule,Integrierte Sekundarschule,Bezirk,Integrierte Sekundarschule,,,,Pankow,Prenzlauer Berg,10405,Greifswalder Str. 25,42847841,42847869,"<a href=""mailto:post@k-s-o-berlin.de"">post@k-s-o-berlin.de</a>","<A HREF=""http://www.k-s-o-berlin.de"" TARGET=""Schulen"">zur Website</a>",Katrin Kundel
1486463.5334,6896584.5419,350,s_schulen.01G11,Kurt-Tucholsky-Grundschule,Grundschule,Bezirk,Grundschule,,,,Mitte,Moabit,10559,Rathenower Str. 18,3974429310,3974429338,"<a href=""mailto:info@kurt-tucholsky-grundschule.de"">info@kurt-tucholsky-grundschule.de</a>","<A HREF=""http://www.kurt-tucholsky-grundschule.de"" TARGET=""Schulen"">zur Website</a>",Iris Pakulat
1494280.7447,6901606.4446,351,s_schulen.03K02,Kurt-Tucholsky-Schule,Integrierte Sekundarschule,Bezirk,Integrierte Sekundarschule,,,,Pankow,Pankow,13189,Neumannstr. 9-11,4799000,479900122,"<a href=""mailto:sekretariat@kto-pankow.de"">sekretariat@kto-pankow.de</a>","<A HREF=""http://kto.be.schule.de/"" TARGET=""Schulen"">zur Website</a>",Marianne Baltrusch
1487131.1571,6910025.8336,352,s_schulen.12G33,Lauterbach-Grundschule,Grundschule,Bezirk,Grundschule,,,,Reinickendorf,Märkisches Viertel,13435,Senftenberger Ring 41,4021088,4022642,"<a href=""mailto:lauterbachgrundschule@yahoo.de"">lauterbachgrundschule@yahoo.de</a>","<A HREF=""http://www.lauterbach-grundschule.de"" TARGET=""Schulen"">zur Website</a>",Mario Grasse
1487188.8514,6910029.6639,353,s_schulen.12S03,Lauterbach-Schule,"Förderschwerp. ""Lernen""",Bezirk,"Förderschwerp.""Lernen""",Grundschule,,,Reinickendorf,Märkisches Viertel,13435,Senftenberger Ring 41,4021089,40203789,"<a href=""mailto:info@lauterbach-schule.de"">info@lauterbach-schule.de</a>","<A HREF=""http://www.lauterbach-schule.de"" TARGET=""Schulen"">zur Website</a>",Elke Rimpau
1491401.2363,6889199.6333,354,s_schulen.02Y06,Leibniz-Oberschule,Gymnasium,Bezirk,Gymnasien,,,,Friedrichshain-Kreuzberg,Kreuzberg,10961,Schleiermacherstr. 23,50586711,50586715,"<a href=""mailto:Leibniz-Oberschule@t-online.de"">Leibniz-Oberschule@t-online.de</a>","<A HREF=""http://www.leibnizschule-berlin.de"" TARGET=""Schulen"">zur Website</a>",Renate Krollpfeiffer-Kuhring
1493510.6144,6889979.5962,355,s_schulen.02G26,Lemgo-Grundschule,Grundschule,Bezirk,Grundschule,,,,Friedrichshain-Kreuzberg,Kreuzberg,10967,Böckhstr. 5,50585711,50585715,"<a href=""mailto:post@lemgo-grundschule.de"">post@lemgo-grundschule.de</a>","<A HREF=""http://www.lemgo-grundschule.de"" TARGET=""Schulen"">zur Website</a>",Christina Albert
1490754.9618,6889931.152,356,s_schulen.02G16,Lenau-Grundschule,Grundschule,Bezirk,Grundschule,,,,Friedrichshain-Kreuzberg,Kreuzberg,10961,Nostitzstr. 60,81858811,81858815,"<a href=""mailto:info@lenau.net"">info@lenau.net</a>","<A HREF=""http://lenau.net"" TARGET=""Schulen"">zur Website</a>",Karola Klawuhn
1487441.484,6899190.9268,357,s_schulen.01G45,Leo-Lionni-Grundschule,Grundschule,Bezirk,Grundschule,,,,Mitte,Wedding,13353,Müllerstr. 158,469799670,469799674,"<a href=""mailto:trift-gs.cids@t-online.de"">trift-gs.cids@t-online.de</a>","<A HREF=""http://www.hhgs.cidsnet.de"" TARGET=""Schulen"">zur Website</a>",Renate Vercrüße
1494553.7785,6875771.4924,358,s_schulen.08Y05,Leonardo-da-Vinci-Schule (Gymnasium),Gymnasium,Bezirk,Gymnasien,,,,Neukölln,Buckow,12349,Haewererweg 35,742010,74201228,"<a href=""mailto:Berlin.08Y05@t-online.de"">Berlin.08Y05@t-online.de</a>","<A HREF=""http://Leonardo-da-Vinci-Gymnasium.de"" TARGET=""Schulen"">zur Website</a>",Michael Frank
1485435.2504,6901524.9034,359,s_schulen.01Y08,Lessing-Schule (Gymnasium),Gymnasium,Bezirk,Gymnasien,,,,Mitte,Wedding,13349,Schöningstr. 17,45798510,45798516,"<a href=""mailto:post@lessing-gymnasium-berlin.de"">post@lessing-gymnasium-berlin.de</a>","<A HREF=""http://www.lessing-gymnasium-berlin.eu"" TARGET=""Schulen"">zur Website</a>",Michael Wüstenberg
1507054.8963,6889602.3554,360,s_schulen.11G12,Lew-Tolstoi-Grundschule,Grundschule,Bezirk,Grundschule,,,,Lichtenberg,Karlshorst,10318,Römerweg 120,5090147,50898373,"<a href=""mailto:Sek.Lew-Tolstoi-G@t-online.de"">Sek.Lew-Tolstoi-G@t-online.de</a>","<A HREF=""http://www.lew-tolstoi-g.cidsnet.de"" TARGET=""Schulen"">zur Website</a>",Margina Bleil
1499859.6743,6877746.7989,361,s_schulen.08K07,Liebig-Schule,Integrierte Sekundarschule,Bezirk,Integrierte Sekundarschule,,,,Neukölln,Gropiusstadt,12357,Efeuweg 34,6669040,66690427,"<a href=""mailto:Berlin.08K07@versanet.de"">Berlin.08K07@versanet.de</a>","<A HREF=""http://www.liebig-schule.cidsnet.de"" TARGET=""Schulen"">zur Website</a>",Reinald Fischer
1490736.2492,6891327.8113,362,s_schulen.02S06,Liebmann-Schule,Übrige Förderschwerp.,Bezirk,Übrige Förderschwerpunkte,Grundschule,,,Friedrichshain-Kreuzberg,Kreuzberg,10969,Friedrichstr. 13,50585831,50585835,"<a href=""mailto:sl@liebmann-sos.schule-berlin-fk.de"">sl@liebmann-sos.schule-berlin-fk.de</a>","<A HREF=""http://www.liebmann-schule-berlin.de"" TARGET=""Schulen"">zur Website</a>",Hedwig Schaupp
1479963.515,6892753.7224,363,s_schulen.04G02,Lietzensee-Grundschule,Grundschule,Bezirk,Grundschule,,,,Charlottenburg-Wilmersdorf,Charlottenburg,14057,Witzlebenstr. 34,30830630,308306363,"<a href=""mailto:LietzenseeGS-Buero@t-online.de"">LietzenseeGS-Buero@t-online.de</a>","<A HREF=""http://www.Lietzensee.cidsnet.de"" TARGET=""Schulen"">zur Website</a>",Gabriele Netzband
1481934.8031,6879306.7874,364,s_schulen.06Y10,Lilienthal-Gymnasium,Gymnasium,Bezirk,Gymnasien,,,,Steglitz-Zehlendorf,Lichterfelde,12203,Ringstr. 2-3,84415360,84415370,"<a href=""mailto:sekretariat@lilienthal-gymnasium-berlin.de"">sekretariat@lilienthal-gymnasium-berlin.de</a>","<A HREF=""http://www.lili.cidsnet.de/"" TARGET=""Schulen"">zur Website</a>",Ingrid Sturm
1469330.1237,6898043.0857,365,s_schulen.05Y05,Lily-Braun-Oberschule,Gymnasium,Bezirk,Gymnasien,,,,Spandau,Spandau,13597,Münsingerstr. 2,3389040,338904144,"<a href=""mailto:e-post@lily-braun-oberschule.de"">e-post@lily-braun-oberschule.de</a>","<A HREF=""http://www.lily-braun-oberschule.de"" TARGET=""Schulen"">zur Website</a>",Ulrike Kaufmann
1490528.462,6889478.0831,366,s_schulen.02K04,Lina-Morgenstern-Schule (Gemeinschaftsschule),Integrierte Sekundarschule,Bezirk,Integrierte Sekundarschule,,,,Friedrichshain-Kreuzberg,Kreuzberg,10961,Gneisenaustr. 7,81858711,81858715,"<a href=""mailto:lmo-sl@gmx.net"">lmo-sl@gmx.net</a>","<A HREF=""http://www.lmo.cidsnet.de"" TARGET=""Schulen"">zur Website</a>",Sabine Bartsch
1462819.2037,6897473.5119,367,s_schulen.05G14,Linden-Grundschule,Grundschule,Bezirk,Grundschule,,,,Spandau,Staaken,13591,Staakener Feldstr. 6-8,3647290,364729129,"<a href=""mailto:Linden-Grundschule@t-online.de"">Linden-Grundschule@t-online.de</a>","<A HREF=""http://www.linden-g-spandau.cidsnet.de"" TARGET=""Schulen"">zur Website</a>",Christoph Schubert
1487585.2912,6883365.6463,368,s_schulen.07G07,Lindenhof-Grundschule,Grundschule,Bezirk,Grundschule,,,,Tempelhof-Schöneberg,Schöneberg,12105,Reglinstr. 29,902777157,902774584,"<a href=""mailto:Lindenhof-Grundschule@t-online.de"">Lindenhof-Grundschule@t-online.de</a>","<A HREF=""http://www.Lindenhof.cidsnet.de"" TARGET=""Schulen"">zur Website</a>",Monika Stein
1496638.0354,6876898.5255,369,s_schulen.08G34,Lisa-Tetzner-Schule (Grundschule),Grundschule,Bezirk,Grundschule,,,,Neukölln,Buckow,12353,Hasenhegerweg 12,6045065,66705291,"<a href=""mailto:berlin.08g34@t-online.de"">berlin.08g34@t-online.de</a>","<A HREF=""http://www.Lisa-Tetzner.de"" TARGET=""Schulen"">zur Website</a>",Matthias Goldbeck-Löwe
1485391.1288,6889112.0481,370,s_schulen.07G14,Löcknitz-Grundschule,Grundschule,Bezirk,Grundschule,,,,Tempelhof-Schöneberg,Schöneberg,10779,Berchtesgadener Str. 10-11,902777164,902774315,"<a href=""mailto:sekretariat@loecknitz.schulen-ts.de"">sekretariat@loecknitz.schulen-ts.de</a>","<A HREF=""http://www.loecknitz-grundschule.de"" TARGET=""Schulen"">zur Website</a>",Christa Niclasen
1497098.6598,6885999.0248,371,s_schulen.08G36,Löwenzahn-Schule (Grundschule),Grundschule,Bezirk,Grundschule,,,,Neukölln,Neukölln,12055,Drorystr. 3,68390500,683905014,"<a href=""mailto:Berlin.08G36@versanet.de"">Berlin.08G36@versanet.de</a>","<A HREF=""http://www.drory.de"" TARGET=""Schulen"">zur Website</a>",Utta Hoppe
1487499.1133,6878708.3737,372,s_schulen.06G28,Ludwig-Bechstein-Grundschule,Grundschule,Bezirk,Grundschule,,,,Steglitz-Zehlendorf,Lankwitz,12249,Halbauer Weg 25,7668780,76687818,"<a href=""mailto:06g28@gmx.de"">06g28@gmx.de</a>","<A HREF=""http://www.ludwig-bechstein-gs.cidsnet.de"" TARGET=""Schulen"">zur Website</a>",Ralf König
1482334.3743,6893966.5584,373,s_schulen.04G07,Ludwig-Cauer-Grundschule,Grundschule,Bezirk,Grundschule,,,,Charlottenburg-Wilmersdorf,Charlottenburg,10587,Cauerstr. 36-38,902925700,902925707,"<a href=""mailto:cauerschule@t-online.de"">cauerschule@t-online.de</a>","<A HREF=""http://www.lcs.cidsnet.de"" TARGET=""Schulen"">zur Website</a>",Manfred Streich
1489891.6784,6881388.4596,374,s_schulen.07G25,Ludwig-Heck-Grundschule,Grundschule,Bezirk,Grundschule,,,,Tempelhof-Schöneberg,Mariendorf,12105,Königstr. 32,902777461,902777506,"<a href=""mailto:ludwig_heck@schulen-tempelhof-schoeneberg.de"">ludwig_heck@schulen-tempelhof-schoeneberg.de</a>","<A HREF=""http://www.ludwig-heck-grundschule.de"" TARGET=""Schulen"">zur Website</a>",Christian  Reiche
1497120.1651,6893652.9207,375,s_schulen.02G07,Ludwig-Hoffmann-Grundschule,Grundschule,Bezirk,Grundschule,,,,Friedrichshain-Kreuzberg,Friedrichshain,10243,Lasdehner Str. 21-23,29347211,29347215,"<a href=""mailto:sl@l.hoffmann-gs.schule-berlin-fk.de"">sl@l.hoffmann-gs.schule-berlin-fk.de</a>","<A HREF=""http://www.ludwig-hoffmann-gs.cidsnet.de"" TARGET=""Schulen"">zur Website</a>",Andrea Häntsch
1490668.4051,6884704.1176,376,s_schulen.07Y05,Luise-Henriette-Oberschule,Gymnasium,Bezirk,Gymnasien,,,,Tempelhof-Schöneberg,Tempelhof,12099,Germaniastr. 4-6,902772678,902772737,"<a href=""mailto:sekretariat@luise-henriette-schule.de"">sekretariat@luise-henriette-schule.de</a>","<A HREF=""http://www.luise-henriette-schule.de"" TARGET=""Schulen"">zur Website</a>",Klaus Schäfer
1470168.9143,6899780.9344,377,s_schulen.05G07,Lynar-Grundschule,Grundschule,Bezirk,Grundschule,,,,Spandau,Spandau,13585,Lutherstr. 19-20,3039850,30398525,"<a href=""mailto:Lynar-GS@t-online.de"">Lynar-GS@t-online.de</a>","<A HREF=""http://www.lynar-gs.de"" TARGET=""Schulen"">zur Website</a>",Christine Freund
1517205.5335,6895045.6453,378,s_schulen.10G30,Mahlsdorfer Grundschule,Grundschule,Bezirk,Grundschule,,,,Marzahn-Hellersdorf,Mahlsdorf,12623,Feldrain 47,5627059,54712132,"<a href=""mailto:Mahlsdorfer-Grundschule@web.de"">Mahlsdorfer-Grundschule@web.de</a>","<A HREF=""http://www.mahlsdorfer-g.cidsnet.de"" TARGET=""Schulen"">zur Website</a>",Gabriele Waschnik
1502042.0723,6898681.6046,379,s_schulen.11Y10,Manfred-von-Ardenne-Schule (Gymnasium),Gymnasium,Bezirk,Gymnasien,,,,Lichtenberg,Alt-Hohenschönhausen,13055,Werneuchener Str. 27 -28,9865002,9827769,"<a href=""mailto:mva-schule@gmx.de"">mva-schule@gmx.de</a>","<A HREF=""http://www.ardenne-schule.de/"" TARGET=""Schulen"">zur Website</a>",Annemarie Sardisong
1510118.4069,6902748.6013,380,s_schulen.10S11,Marcana-Schule,Übrige Förderschwerp.,Bezirk,Übrige Förderschwerpunkte,Grundschule,,,Marzahn-Hellersdorf,Marzahn,12689,Flämingstr. 16-18,9366870,93668715,"<a href=""mailto:marcanaschule@t-online.de"">marcanaschule@t-online.de</a>",,Brigitte Wronski
1495534.978,6894659.7041,381,s_schulen.02S03,Margarethe-von-Witzleben-Schule,Übrige Förderschwerp.,Bezirk,Übrige Förderschwerpunkte,Grundschule,,,Friedrichshain-Kreuzberg,Friedrichshain,10243,Palisadenstr. 76-77,420249209,420249215,"<a href=""mailto:kontakt@witzleben.schule-berlin-fk.de"">kontakt@witzleben.schule-berlin-fk.de</a>","<A HREF=""http://www.witzleben-schule.de"" TARGET=""Schulen"">zur Website</a>",Annegret Simon
1489547.6936,6883413.9534,382,s_schulen.07G20,Maria-Montessori-Grundschule,Grundschule,Bezirk,Grundschule,,,,Tempelhof-Schöneberg,Tempelhof,12103,Friedrich-Wilhelm-Str. 72-74,902772661,902772226,"<a href=""mailto:sekretariat@montessori.schulen-ts.de"">sekretariat@montessori.schulen-ts.de</a>","<A HREF=""http://www.mmg-online.de"" TARGET=""Schulen"">zur Website</a>",Doris Lerner
1501852.0725,6914737.4348,383,s_schulen.03S10,Marianne-Buggenhagen-Schule,Übrige Förderschwerp.,Bezirk,Übrige Förderschwerpunkte,Grundschule,,,Pankow,Buch,13125,Ernst-Busch-Str. 29,9487880,94878827,"<a href=""mailto:foerderztr.koeschule.buch.cids@t-online.de"">foerderztr.koeschule.buch.cids@t-online.de</a>","<A HREF=""http://www.buggenhagen.cidsnet.de"" TARGET=""Schulen"">zur Website</a>",Winfried Lukas
1493709.79,6884503.6458,384,s_schulen.07S04,Marianne-Cohn-Schule,"Förderschwerp. ""Geistige Entwicklung""",Bezirk,"Förderschwerp.""Geistige Entwicklung""",,,,Tempelhof-Schöneberg,Tempelhof,12099,Holzmannstr. 7,902772555,902772558,"<a href=""mailto:Marianne-Cohn-Schule-Berlin@t-online.de"">Marianne-Cohn-Schule-Berlin@t-online.de</a>","<A HREF=""http://www.marianne-cohn.cidsnet.de"" TARGET=""Schulen"">zur Website</a>",Maria Beuting
1483283.9313,6887461.3988,385,s_schulen.04Y10,Marie-Curie-Oberschule,Gymnasium,Bezirk,Gymnasien,,,,Charlottenburg-Wilmersdorf,Wilmersdorf,10715,Weimarische Str. 21,859949710,8599497129,"<a href=""mailto:schulleitung@mco-berlin.de"">schulleitung@mco-berlin.de</a>","<A HREF=""http://www.mco-berlin.de"" TARGET=""Schulen"">zur Website</a>",Ilona Kowollik
1486383.1328,6874966.0022,386,s_schulen.07G34,Marienfelder-Schule (Grundschule),Grundschule,Bezirk,Grundschule,,,,Tempelhof-Schöneberg,Marienfelde,12279,Erbendorfer Weg 13,902774104,902774105,"<a href=""mailto:sekretariat@marienfelder.schulen-ts.de"">sekretariat@marienfelder.schulen-ts.de</a>","<A HREF=""http://www.marienfelder-gs.de"" TARGET=""Schulen"">zur Website</a>",Christiane Nathusius
1487232.9498,6908491.4906,387,s_schulen.12G26,Märkische Grundschule,Grundschule,Bezirk,Grundschule,,,,Reinickendorf,Märkisches Viertel,13439,Dannenwalder Weg 163-165,4165057,41713122,"<a href=""mailto:26.G@staatliche-Europa-schule.de"">26.G@staatliche-Europa-schule.de</a>","<A HREF=""http://www.staatliche-europa-schule.de"" TARGET=""Schulen"">zur Website</a>",Joachim Sauer
1483493.7625,6903762.3795,388,s_schulen.12G07,Mark-Twain-Grundschule,Grundschule,Bezirk,Grundschule,,,,Reinickendorf,Reinickendorf,13403,Auguste-Viktoria-Allee 95,41709571,4136830,"<a href=""mailto:schulleitung@twainmail.de"">schulleitung@twainmail.de</a>","<A HREF=""http://www.twainweb.de"" TARGET=""Schulen"">zur Website</a>",Verena-Regina Thamm
1485283.2261,6881823.9812,389,s_schulen.06G19,Markus-Grundschule,Grundschule,Bezirk,Grundschule,,,,Steglitz-Zehlendorf,Steglitz,12167,Karl-Stieler-Str. 11,93951947,93951946,"<a href=""mailto:emfmarkus@web.de"">emfmarkus@web.de</a>","<A HREF=""http://www.markus-grundschule.de"" TARGET=""Schulen"">zur Website</a>",Renate Loebb-Krug
1464502.634,6899758.378,390,s_schulen.05K01,Martin-Buber-Oberschule (Integrierte Sekundarschule),Integrierte Sekundarschule,Bezirk,Integrierte Sekundarschule,,,,Spandau,Falkenhagener Feld,13589,Im Spektefeld 33,3758640,37586464,"<a href=""mailto:mbo@martin-buber-oberschule.de"">mbo@martin-buber-oberschule.de</a>","<A HREF=""http://www.martin-buber-oberschule.de"" TARGET=""Schulen"">zur Website</a>",Lutz Kreklau
1499784.5887,6876616.4832,391,s_schulen.08G32,Martin-Lichtenstein-Schule (Grundschu,Grundschule,Bezirk,Grundschule,,,,Neukölln,Gropiusstadt,12353,Wutzkyallee 80,6616630,66064146,"<a href=""mailto:berlin-08g32@versanet.de"">berlin-08g32@versanet.de</a>","<A HREF=""http://www.martin-lichtenstein-schule.de"" TARGET=""Schulen"">zur Website</a>",i.V. Bärbel Güldenstein-Schulze
1481432.6021,6913084.0031,392,s_schulen.12S07,Martin-Luther-King-Schule,Förderschwerp. einschl. beruflichem Teil,Bezirk,Übrige Förderschwerpunkte,,,,Reinickendorf,Hermsdorf,13467,Olafstr. 32-34,4048933,40009791,"<a href=""mailto:""></a>",,N.N.
1504211.908,6902680.0259,393,s_schulen.11G22,Martin-Niemöller-Grundschule,Grundschule,Bezirk,Grundschule,,,,Lichtenberg,Neu-Hohenschönhausen,13053,Am Breiten Luch 5,9294089,9295169,"<a href=""mailto:MN11G22@t-online.de"">MN11G22@t-online.de</a>","<A HREF=""http://www.niemoeller-gs.cidsnet.de/conpresso"" TARGET=""Schulen"">zur Website</a>",Monika Rümpel
1461348.1757,6885959.2878,394,s_schulen.05G29,Mary-Poppins-Grundschule,Grundschule,Bezirk,Grundschule,,,,Spandau,Kladow,14089,Am Flugplatz Gatow 20,3699633,36996349,"<a href=""mailto:mary-poppins-grundschule@arcor.de"">mary-poppins-grundschule@arcor.de</a>","<A HREF=""http://www.mary-poppins-grundschule.cidsnet.d"" TARGET=""Schulen"">zur Website</a>",Irmgard Schadach
